1.721535808293094742e+05;2.246815541676688355e+01
1.433837128669015947e+05;2.102082976811302828e+01
1.650510755269190995e+05;1.959742634653228066e+01
1.614928316449354752e+05;2.125469451940001164e+01
1.588806300973546167e+05;2.068839704678418911e+01
1.631679776875502721e+05;2.344367221559449632e+01
1.491870590828466520e+05;2.309414562393548209e+01
1.611240170892608876e+05;2.192787269363076774e+01
1.474716936697038473e+05;2.130787122486734475e+01
1.736830858063801134e+05;1.887798769639952212e+01
1.390604329814352095e+05;1.755085287617225731e+01
1.614984174280198058e+05;2.580753212939226771e+01
1.700746283221085323e+05;2.438284189458572726e+01
1.598292079463667178e+05;2.383359022215722334e+01
1.561252359083564952e+05;2.226400583768934993e+01
1.561645439012786082e+05;1.993897943975911602e+01
1.601647987456138071e+05;2.008531343811539926e+01
1.719224465966490679e+05;2.142762402643625919e+01
1.628398156705377623e+05;2.036233279379901262e+01
1.714024384255658370e+05;1.957365846396765718e+01
1.654400313002774201e+05;2.033585368509033131e+01
1.494433821903887729e+05;2.005892303420077027e+01
1.507918043653147470e+05;2.061220219054904845e+01
1.554463133273799322e+05;2.166193734059651632e+01
1.644892424845805508e+05;2.074275695251603224e+01
1.585786624198524223e+05;2.161578587557794151e+01
1.534389250746872858e+05;2.245391750782328089e+01
1.672599631718408491e+05;2.144475906262503173e+01
1.827847524368596496e+05;2.287251534299093336e+01
1.577149910760726780e+05;2.031323657368559310e+01
1.565158932285733754e+05;2.003413966878033747e+01
1.701255673191130627e+05;1.964197740702664419e+01
1.580264939498448221e+05;1.997900530597109636e+01
7.306184510012748069e+04;5.158074577105345071e+01
7.988040114259613620e+04;5.274636295672066666e+01
7.452893800837868184e+04;5.380270206837610658e+01
7.983437471980122791e+04;5.675985926624643696e+01
6.160362206005174085e+04;5.306575847939445367e+01
6.623551155653952446e+04;5.022853951803273986e+01
9.653768284594120632e+04;5.531418545005583098e+01
5.812498212557241641e+04;5.137900975517122504e+01
7.602835845457187679e+04;4.756113293641401896e+01
7.619853181829636742e+04;5.261123958754070884e+01
7.885948838286429236e+04;4.783576961389510984e+01
8.776391927951038815e+04;5.231364510667320644e+01
7.606771663675985474e+04;5.031677123188183032e+01
8.380642709688229661e+04;5.366109545633605649e+01
7.186590554332910688e+04;5.200373237855625774e+01
8.495682315830654989e+04;4.791553291337421427e+01
7.786159354195027845e+04;4.800964337712842678e+01
6.745774428319443541e+04;5.276406002154331532e+01
7.524316930141425109e+04;5.102428044940577223e+01
7.372699840229177789e+04;5.352097437142054304e+01
8.375514147920024698e+04;5.025001930088285462e+01
7.961624418000355945e+04;5.088294265040619280e+01
1.007300929910573905e+05;5.034584367635988400e+01
7.355854935831300099e+04;5.112679331694224061e+01
7.229657456948375329e+04;5.210676548950608833e+01
7.941733013263699831e+04;4.858741565774563753e+01
7.095570331608799461e+04;4.918366206159431897e+01
8.904889019355205528e+04;5.675520731750017944e+01
9.051915922703908291e+04;5.251702338407959303e+01
8.691199800402525580e+04;5.215817768741669624e+01
9.325400317646680924e+04;5.316033637104411014e+01
7.438737049393667257e+04;4.956545476450964571e+01
7.028721088939892070e+04;5.245221819649523809e+01
1.125282058990018122e+05;2.836872680711302408e+01
1.189828002603201603e+05;3.120443858656312841e+01
9.625264866292047373e+04;2.559148623901468511e+01
9.864852954713207146e+04;2.734853270496263633e+01
1.029064736590796965e+05;3.153892333351761224e+01
8.789790244718245231e+04;2.753265149151706126e+01
1.024524422947414423e+05;3.058005373139049254e+01
1.042360869134049135e+05;2.913870266761470162e+01
1.125744370330856909e+05;2.929713801972325982e+01
9.675890095419147110e+04;2.842467768553871821e+01
9.205822832875464519e+04;2.940343706029575088e+01
1.085539468888276897e+05;2.235091384310441498e+01
1.113104313029367477e+05;2.819706593906150260e+01
1.037378273234149383e+05;2.963485540867594992e+01
7.617790950980005437e+04;2.591824876229964758e+01
9.579793117804793292e+04;2.672732584329179417e+01
1.018706706070273503e+05;2.728028754028417779e+01
8.201823082788364263e+04;2.953470201022378205e+01
1.101302365395595698e+05;2.943881243799891934e+01
9.200094843115568801e+04;2.778838842811833132e+01
1.046132234623845288e+05;2.951650548568786547e+01
1.091975541856745112e+05;2.772125537044679788e+01
8.492013764788393746e+04;2.695221383598660125e+01
1.044677908925350348e+05;2.979805619279853346e+01
1.213794391876582231e+05;2.854447022561564751e+01
1.015750880020761833e+05;2.795550973993554678e+01
9.507164752293535275e+04;2.987365776597791367e+01
1.026637189374647860e+05;2.789554841378380701e+01
8.833196895983778813e+04;2.806396772820640351e+01
9.521912094636225083e+04;3.082045484864582718e+01
1.086002035811781534e+05;2.626548600067189199e+01
1.108006264834674512e+05;2.716615375865114856e+01
1.004603177681368543e+05;3.071559513316649159e+01
